,Niger
818,90000
819,90000
820,90000
821,90000
822,90000
823,90000
824,90000
825,90000
826,90000
827,90000
828,90000
829,90000
830,90000
831,90000
832,90000
833,90000
834,90000
835,90000
836,90000
837,90000
838,90000
839,90000
840,90000
841,90000
842,90000
843,90000
844,90000
845,90000
846,90000
847,90000
848,90000
849,90000
850,90000
851,90000
852,90000
853,90000
854,90000
855,90000
856,90000
857,90000
858,90000
859,90000
860,90000
861,90000
862,90000
863,90000
864,90000
865,90000
866,90000
867,90000
868,90000
869,90000
870,90000
871,90000
872,90000
873,90000
874,90000
875,90000
876,90000
877,90000
878,90000
879,90000
880,90000
881,90000
882,90000
883,90000
884,90000
885,90000
886,90000
887,90000
888,90000
889,90000
890,90000
891,90000
892,90000
893,90000
894,90000
895,90000
896,90000
897,90000
898,90000
899,90000
900,90000
901,90000
902,90000
903,90000
904,90000
905,90000
906,90000
907,90000
908,90000
909,90000
910,90000
911,90000
912,90000
913,90000
914,90000
915,90000
916,90000
917,90000
918,90000
919,90000
920,90000
921,90000
922,90000
923,90000
924,90000
925,90000
926,90000
927,90000
928,90000
929,90000
930,90000
931,90000
932,90000
933,90000
934,90000
935,90000
936,90000
937,90000
938,90000
939,90000
940,90000
941,90000
942,90000
943,90000
944,90000
945,90000
946,90000
947,90000
948,90000
949,90000
950,90000
951,90000
952,90000
953,90000
954,90000
955,90000
956,90000
957,90000
958,90000
959,90000
960,90000
961,90000
962,90000
963,90000
964,90000
965,90000
966,90000
967,90000
968,90000
969,90000
970,90000
971,90000
972,90000
973,90000
974,90000
975,90000
976,90000
977,90000
978,90000
979,90000
980,90000
981,90000
982,90000
983,90000
984,90000
985,90000
986,90000
987,90000
988,90000
989,90000
990,90000
991,90000
992,90000
993,90000
994,90000
995,90000
996,90000
997,90000
998,90000
999,90000
1000,90000
1001,90000
1002,90000
1003,90000
1004,90000
1005,90000
1006,90000
1007,90000
1008,90000
1009,90000
1010,90000
1011,90000
1012,90000
1013,90000
1014,90000
1015,90000
1016,90000
1017,90000
1018,90000
1019,90000
1020,90000
1021,90000
1022,90000
1023,90000
1024,90000
1025,90000
1026,90000
1027,90000
1028,90000
1029,90000
1030,90000
1031,90000
1032,90000
1033,90000
1034,90000
1035,90000
1036,90000
1037,90000
1038,90000
1039,90000
1040,90000
1041,90000
1042,90000
1043,90000
1044,90000
1045,90000
1046,90000
1047,90000
1048,90000
1049,90000
1050,90000
1051,90000
1052,90000
1053,90000
1054,90000
1055,90000
1056,90000
1057,90000
1058,90000
1059,90000
1060,90000
1061,90000
1062,90000
1063,90000
1064,90000
1065,90000
1066,90000
1067,90000
1068,90000
1069,90000
1070,90000
1071,90000
1072,90000
1073,90000
1074,90000
1075,90000
1076,90000
1077,90000
1078,90000
1079,90000
1080,90000
1081,90000
1082,90000
1083,90000
1084,90000
1085,90000
1086,90000
1087,90000
1088,90000
1089,90000
1090,90000
1091,90000
1092,90000
1093,90000
1094,90000
1095,90000
1096,90000
1097,90000
1098,90000
1099,90000
1100,90000
1101,90000
1102,90000
1103,90000
1104,90000
1105,90000
1106,90000
1107,90000
1108,90000
1109,90000
1110,90000
1111,90000
1112,90000
1113,90000
1114,90000
1115,90000
1116,90000
1117,90000
1118,90000
1119,90000
1120,90000
1121,90000
1122,90000
1123,90000
1124,90000
1125,90000
1126,90000
1127,90000
1128,90000
1129,90000
1130,90000
1131,90000
1132,90000
1133,90000
1134,90000
1135,90000
1136,90000
1137,90000
1138,90000
1139,90000
1140,90000
1141,90000
1142,90000
1143,90000
1144,90000
1145,90000
1146,90000
1147,90000
1148,90000
1149,90000
1150,90000
1151,90000
1152,90000
1153,90000
1154,90000
1155,90000
1156,90000
1157,90000
1158,90000
1159,90000
1160,90000
1161,90000
1162,90000
1163,90000
1164,90000
1165,90000
1166,90000
1167,90000
1168,90000
1169,90000
1170,90000
1171,90000
1172,90000
1173,90000
1174,90000
1175,90000
1176,90000
1177,90000
1178,90000
1179,90000
1180,90000
1181,90000
1182,90000
1183,90000
1184,90000
1185,90000
1186,90000
1187,90000
1188,90000
1189,90000
1190,90000
1191,90000
1192,90000
1193,90000
1194,90000
1195,90000
1196,90000
1197,90000
1198,90000
1199,90000
1200,90000
1201,90000
1202,90000
1203,90000
1204,90000
1205,90000
1206,90000
1207,90000
1208,90000
1209,90000
1210,90000
1211,90000
1212,90000
1213,90000
1214,90000
1215,90000
1216,90000
1217,90000
1218,90000
1219,90000
1220,90000
1221,90000
1222,90000
1223,90000
1224,90000
1225,90000
1226,90000
1227,90000
1228,90000
1229,90000
1230,90000
1231,90000
1232,90000
1233,90000
1234,90000
1235,90000
1236,90000
1237,90000
1238,90000
1239,90000
1240,90000
1241,90000
1242,90000
1243,90000
1244,90000
1245,90000
1246,90000
1247,90000
1248,90000
1249,90000
1250,90000
1251,90000
1252,90000
1253,90000
1254,90000
1255,90000
1256,90000
1257,90000
1258,90000
1259,90000
1260,90000
1261,90000
1262,90000
1263,90000
1264,90000
1265,90000
1266,90000
1267,90000
1268,90000
1269,90000
1270,90000
1271,90000
1272,90000
1273,90000
1274,90000
1275,90000
1276,90000
1277,90000
1278,90000
1279,90000
1280,90000
1281,90000
1282,90000
1283,90000
1284,90000
1285,90000
1286,90000
1287,90000
1288,90000
1289,90000
1290,90000
1291,90000
1292,90000
1293,90000
1294,90000
1295,90000
1296,90000
1297,90000
1298,90000
1299,90000
1300,90000
1301,90000
1302,90000
1303,90000
1304,90000
1305,90000
1306,90000
1307,90000
1308,90000
1309,90000
1310,90000
1311,90000
1312,90000
1313,90000
1314,90000
1315,90000
1316,90000
1317,90000
1318,90000
1319,90000
1320,90000
1321,90000
1322,90000
1323,90000
1324,90000
1325,90000
1326,90000
1327,90000
1328,90000
1329,90000
1330,90000
1331,90000
1332,90000
1333,90000
1334,90000
1335,90000
1336,90000
1337,90000
1338,90000
1339,90000
1340,90000
1341,90000
1342,90000
1343,90000
1344,90000
1345,90000
1346,90000
1347,90000
1348,90000
1349,90000
1350,90000
1351,90000
1352,90000
1353,90000
1354,90000
1355,90000
1356,90000
1357,90000
1358,90000
1359,90000
1360,90000
1361,90000
1362,90000
1363,90000
1364,90000
1365,90000
1366,90000
1367,90000
1368,90000
1369,90000
1370,90000
1371,90000
1372,90000
1373,90000
1374,90000
1375,90000
1376,90000
1377,90000
1378,90000
1379,90000
1380,90000
1381,90000
1382,90000
1383,90000
1384,90000
1385,90000
1386,90000
1387,90000
1388,90000
1389,90000
1390,90000
1391,90000
1392,90000
1393,90000
1394,90000
1395,90000
1396,90000
1397,90000
1398,90000
1399,90000
1400,90000
1401,90000
1402,90000
1403,90000
1404,90000
1405,90000
1406,90000
1407,90000
1408,90000
1409,90000
1410,90000
1411,90000
1412,90000
1413,90000
1414,90000
1415,90000
1416,90000
1417,90000
1418,90000
1419,90000
1420,90000
1421,90000
1422,90000
1423,90000
1424,90000
1425,90000
1426,90000
1427,90000
1428,90000
1429,90000
1430,90000
1431,90000
1432,90000
1433,90000
1434,90000
1435,90000
1436,90000
1437,90000
1438,90000
1439,90000
1440,90000
1441,90000
1442,90000
1443,90000
1444,90000
1445,90000
1446,90000
1447,90000
1448,90000
1449,90000
1450,90000
1451,90000
1452,90000
1453,90000
1454,90000
1455,90000
1456,90000
1457,90000
1458,90000
1459,90000
1460,90000
1461,90000
1462,90000
1463,90000
1464,90000
1465,90000
1466,90000
1467,90000
1468,90000
1469,90000
1470,90000
1471,90000
1472,90000
1473,90000
1474,90000
1475,90000
1476,90000
1477,90000
1478,90000
1479,90000
1480,90000
1481,90000
1482,90000
1483,90000
1484,90000
1485,90000
1486,90000
1487,90000
1488,90000
1489,90000
1490,90000
1491,90000
1492,90000
1493,90000
1494,90000
1495,90000
1496,90000
1497,90000
1498,90000
1499,90000
1500,90000
1501,90000
1502,90000
1503,90000
1504,90000
1505,90000
1506,90000
1507,90000
1508,90000
1509,90000
1510,90000
1511,90000
1512,90000
1513,90000
1514,90000
1515,90000
1516,90000
1517,90000
1518,90000
1519,90000
1520,90000
1521,90000
1522,90000
1523,90000
1524,90000
1525,90000
1526,90000
1527,90000
1528,90000
1529,90000
1530,90000
1531,90000
1532,90000
1533,90000
1534,90000
1535,90000
1536,90000
1537,90000
1538,90000
1539,90000
1540,90000
1541,90000
1542,90000
1543,90000
1544,90000
1545,90000
1546,90000
1547,90000
1548,90000
1549,90000
1550,90000
1551,90000
1552,90000
1553,90000
1554,90000
1555,90000
1556,90000
1557,90000
1558,90000
1559,90000
1560,90000
1561,90000
1562,90000
1563,90000
1564,90000
1565,90000
1566,90000
1567,90000
1568,90000
1569,90000
1570,90000
1571,90000
1572,90000
1573,90000
1574,90000
1575,90000
1576,90000
1577,90000
1578,90000
1579,90000
1580,90000
1581,90000
1582,90000
1583,90000
1584,90000
1585,90000
1586,90000
1587,90000
1588,90000
1589,90000
1590,90000
1591,90000
1592,90000
1593,90000
1594,90000
1595,90000
1596,90000
1597,90000
1598,90000
1599,90000
1600,90000
1601,90000
1602,90000
1603,90000
1604,90000
1605,90000
1606,90000
1607,90000
1608,90000
1609,90000
1610,90000
1611,90000
1612,90000
1613,90000
1614,90000
1615,90000
1616,90000
1617,90000
1618,90000
1619,90000
1620,90000
1621,90000
1622,90000
1623,90000
1624,90000
1625,90000
1626,90000
1627,90000
1628,90000
1629,90000
1630,90000
1631,90000
1632,90000
1633,90000
1634,90000
1635,90000
1636,90000
1637,90000
1638,90000
1639,90000
1640,90000
1641,90000
1642,90000
1643,90000
1644,90000
1645,90000
1646,90000
1647,90000
1648,90000
1649,90000
1650,90000
1651,90000
1652,90000
1653,90000
1654,90000
1655,90000
1656,90000
1657,90000
1658,90000
1659,90000
1660,90000
1661,90000
1662,90000
1663,90000
1664,90000
1665,90000
1666,90000
1667,90000
1668,90000
1669,90000
1670,90000
1671,90000
1672,90000
1673,90000
1674,90000
1675,90000
1676,90000
1677,90000
1678,90000
1679,90000
1680,90000
1681,90000
1682,90000
1683,90000
1684,90000
1685,90000
1686,90000
1687,90000
1688,90000
1689,90000
1690,90000
1691,90000
1692,90000
1693,90000
1694,90000
1695,90000
1696,90000
1697,90000
1698,90000
1699,90000
1700,90000
1701,90000
1702,90000
1703,90000
1704,90000
1705,90000
1706,90000
1707,90000
1708,90000
1709,90000
1710,90000
1711,90000
1712,90000
1713,90000
1714,90000
1715,90000
1716,90000
1717,90000
1718,90000
1719,90000
1720,90000
1721,90000
1722,90000
1723,90000
1724,90000
1725,90000
1726,90000
1727,90000
1728,90000
1729,90000
1730,90000
1731,90000
1732,90000
1733,90000
1734,90000
1735,90000
1736,90000
1737,90000
1738,90000
1739,90000
1740,90000
1741,90000
1742,90000
1743,90000
1744,90000
1745,90000
1746,90000
1747,90000
1748,90000
1749,90000
1750,90000
1751,90000
1752,90000
1753,90000
1754,90000
1755,90000
1756,90000
1757,90000
1758,90000
1759,90000
1760,90000
1761,90000
1762,90000
1763,90000
1764,90000
1765,90000
1766,90000
1767,90000
1768,90000
1769,90000
1770,90000
1771,90000
1772,90000
1773,90000
1774,90000
1775,90000
1776,90000
1777,90000
1778,90000
1779,90000
1780,90000
1781,90000
1782,90000
1783,90000
1784,90000
1785,90000
1786,90000
1787,90000
1788,90000
1789,90000
1790,90000
1791,90000
1792,90000
1793,90000
1794,90000
1795,90000
1796,90000
1797,90000
1798,90000
1799,90000
1800,90000
1801,90000
1802,90000
1803,90000
1804,90000
1805,90000
1806,90000
1807,90000
1808,90000
1809,90000
1810,90000
1811,90000
1812,90000
1813,90000
1814,90000
1815,90000
1816,90000
1817,90000
1818,90000
1819,90000
1820,90000
1821,90000
1822,90000
1823,90000
1824,90000
1825,90000
1826,90000
1827,90000
1828,90000
1829,90000
1830,90000
1831,90000
1832,90000
1833,90000
1834,90000
1835,90000
1836,90000
1837,90000
1838,90000
1839,90000
1840,90000
1841,90000
1842,90000
1843,90000
1844,90000
1845,90000
1846,90000
1847,90000
1848,90000
1849,90000
1850,90000
1851,90000
1852,90000
1853,90000
1854,90000
1855,90000
1856,90000
1857,90000
1858,90000
1859,90000
1860,90000
1861,90000
1862,90000
1863,90000
1864,90000
1865,90000
1866,90000
1867,90000
1868,90000
1869,90000
1870,90000
1871,90000
1872,90000
1873,90000
1874,90000
1875,90000
1876,90000
1877,90000
1878,90000
1879,90000
1880,90000
1881,90000
1882,90000
1883,90000
1884,90000
1885,90000
1886,90000
1887,90000
1888,90000
1889,90000
1890,90000
1891,90000
1892,90000
1893,90000
1894,90000
1895,90000
1896,90000
1897,90000
1898,90000
1899,90000
1900,90000
1901,90000
1902,90000
1903,90000
1904,90000
1905,90000
1906,90000
1907,90000
1908,90000
1909,90000
1910,90000
1911,90000
1912,90000
1913,90000
1914,90000
1915,90000
1916,90000
1917,90000
1918,90000
1919,90000
1920,90000
1921,90000
1922,90000
1923,90000
1924,90000
1925,90000
1926,90000
1927,90000
1928,90000
1929,90000
1930,90000
1931,90000
1932,90000
1933,90000
1934,90000
1935,90000
1936,90000
1937,90000
1938,90000
1939,90000
1940,90000
1941,90000
1942,90000
1943,90000
1944,90000
1945,90000
1946,90000
1947,90000
1948,90000
1949,90000
1950,90000
1951,90000
1952,90000
1953,90000
1954,90000
1955,90000
1956,90000
1957,90000
1958,90000
1959,90000
1960,90000
1961,90000
1962,90000
1963,90000
1964,90000
1965,90000
1966,90000
1967,90000
1968,90000
1969,90000
1970,90000
1971,90000
1972,90000
1973,90000
1974,90000
1975,90000
1976,90000
1977,90000
1978,90000
1979,90000
1980,90000
1981,90000
1982,90000
1983,90000
1984,90000
1985,90000
1986,90000
1987,90000
1988,90000
1989,90000
1990,90000
1991,90000
1992,90000
1993,90000
1994,90000
1995,90000
1996,90000
1997,90000
1998,90000
1999,90000
2000,90000
2001,90000
2002,90000
2003,90000
2004,90000
2005,90000
2006,90000
2007,90000
2008,90000
2009,90000
2010,90000
2011,90000
2012,90000
2013,90000
2014,90000
2015,90000
2016,90000
2017,90000
2018,90000
2019,90000
2020,90000
2021,90000
2022,90000
2023,90000
2024,90000
2025,90000
2026,90000
2027,90000
2028,90000
2029,90000
2030,90000
2031,90000
2032,90000
2033,90000
2034,90000
2035,90000
2036,90000
2037,90000
2038,90000
2039,90000
2040,90000
2041,90000
2042,90000
2043,90000
2044,90000
2045,90000
2046,90000
2047,90000
2048,90000
2049,90000
2050,90000
2051,90000
2052,90000
2053,90000
2054,90000
2055,90000
2056,90000
2057,90000
2058,90000
2059,90000
2060,90000
2061,90000
2062,90000
2063,90000
2064,90000
2065,90000
2066,90000
2067,90000
2068,90000
2069,90000
2070,90000
2071,90000
2072,90000
2073,90000
2074,90000
2075,90000
2076,90000
2077,90000
2078,90000
2079,90000
2080,90000
2081,90000
2082,90000
2083,90000
2084,90000
2085,90000
2086,90000
2087,90000
2088,90000
2089,90000
2090,90000
2091,90000
2092,90000
2093,90000
2094,90000
2095,90000
2096,90000
2097,90000
2098,90000
2099,90000
2100,90000
2101,90000
2102,90000
2103,90000
2104,90000
2105,90000
2106,90000
2107,90000
2108,90000
2109,90000
2110,90000
2111,90000
2112,90000
2113,90000
2114,90000
2115,90000
2116,90000
2117,90000
2118,90000
2119,90000
2120,90000
2121,90000
2122,90000
2123,90000
2124,90000
2125,90000
2126,90000
2127,90000
2128,90000
2129,90000
2130,90000
2131,90000
2132,90000
2133,90000
2134,90000
2135,90000
2136,90000
2137,90000
2138,90000
2139,90000
2140,90000
2141,90000
2142,90000
2143,90000
2144,90000
2145,90000
2146,90000
2147,90000
2148,90000
2149,90000
2150,90000
2151,90000
2152,90000
2153,90000
2154,90000
2155,90000
2156,90000
2157,90000
2158,90000
2159,90000
2160,90000
2161,90000
2162,90000
2163,90000
2164,90000
2165,90000
2166,90000
2167,90000
2168,90000
2169,90000
2170,90000
2171,90000
2172,90000
2173,90000
2174,90000
2175,90000
2176,90000
2177,90000
2178,90000
2179,90000
2180,90000
2181,90000
2182,90000
2183,90000
2184,90000
2185,90000
2186,90000
2187,90000
2188,90000
2189,90000
2190,90000
2191,90000
2192,90000
2193,90000
2194,90000
2195,90000
2196,90000
2197,90000
2198,90000
2199,90000
2200,90000
2201,90000
2202,90000
2203,90000
2204,90000
2205,90000
2206,90000
2207,90000
2208,90000
2209,90000
2210,90000
2211,90000
2212,90000
2213,90000
2214,90000
2215,90000
2216,90000
2217,90000
2218,90000
2219,90000
2220,90000
2221,90000
2222,90000
2223,90000
2224,90000
2225,90000
2226,90000
2227,90000
2228,90000
2229,90000
2230,90000
2231,90000
2232,90000
2233,90000
2234,90000
2235,90000
2236,90000
2237,90000
2238,90000
2239,90000
2240,90000
2241,90000
2242,90000
2243,90000
2244,90000
2245,90000
2246,90000
2247,90000
2248,90000
2249,90000
2250,90000
2251,90000
2252,90000
2253,90000
2254,90000
2255,90000
2256,90000
2257,90000
2258,90000
2259,90000
2260,90000
2261,90000
2262,90000
2263,90000
2264,90000
2265,90000
2266,90000
2267,90000
2268,90000
2269,90000
2270,90000
2271,90000
2272,90000
2273,90000
2274,90000
2275,90000
2276,90000
2277,90000
2278,90000
2279,90000
2280,90000
2281,90000
2282,90000
2283,90000
2284,90000
2285,90000
2286,90000
2287,90000
2288,90000
2289,90000
2290,90000
2291,90000
2292,90000
2293,90000
2294,90000
2295,90000
2296,90000
2297,90000
2298,90000
2299,90000
2300,90000
2301,90000
2302,90000
2303,90000
2304,90000
2305,90000
2306,90000
2307,90000
2308,90000
2309,90000
2310,90000
2311,90000
2312,90000
2313,90000
2314,90000
2315,90000
2316,90000
2317,90000
2318,90000
2319,90000
2320,90000
2321,90000
2322,90000
2323,90000
2324,90000
2325,90000
2326,90000
2327,90000
2328,90000
2329,90000
2330,90000
2331,90000
2332,90000
2333,90000
2334,90000
2335,90000
2336,90000
2337,90000
2338,90000
2339,90000
2340,90000
2341,90000
2342,90000
2343,90000
2344,90000
2345,90000
2346,90000
2347,90000
2348,90000
2349,90000
2350,90000
2351,90000
2352,90000
2353,90000
2354,90000
2355,90000
2356,90000
2357,90000
2358,90000
2359,90000
2360,90000
2361,90000
2362,90000
2363,90000
2364,90000
2365,90000
2366,90000
2367,90000
2368,90000
2369,90000
2370,90000
2371,90000
2372,90000
2373,90000
2374,90000
2375,90000
2376,90000
2377,90000
2378,90000
2379,90000
2380,90000
2381,90000
2382,90000
2383,90000
2384,90000
2385,90000
2386,90000
2387,90000
2388,90000
2389,90000
2390,90000
2391,90000
2392,90000
2393,90000
2394,90000
2395,90000
2396,90000
2397,90000
2398,90000
2399,90000
2400,90000
2401,90000
2402,90000
2403,90000
2404,90000
2405,90000
2406,90000
2407,90000
2408,90000
2409,90000
2410,90000
2411,90000
2412,90000
2413,90000
2414,90000
2415,90000
2416,90000
2417,90000
2418,90000
2419,90000
2420,90000
2421,90000
2422,90000
2423,90000
2424,90000
2425,90000
2426,90000
2427,90000
2428,90000
2429,90000
2430,90000
2431,90000
2432,90000
2433,90000
2434,90000
2435,90000
2436,90000
2437,90000
2438,90000
2439,90000
2440,90000
2441,90000
2442,90000
2443,90000
2444,90000
2445,90000
2446,90000
2447,90000
2448,90000
2449,90000
2450,90000
2451,90000
2452,90000
2453,90000
2454,90000
2455,90000
2456,90000
2457,90000
2458,90000
2459,90000
2460,90000
2461,90000
2462,90000
2463,90000
2464,90000
2465,90000
2466,90000
2467,90000
2468,90000
2469,90000
2470,90000
2471,90000
2472,90000
2473,90000
2474,90000
2475,90000
2476,90000
2477,90000
2478,90000
2479,90000
2480,90000
2481,90000
2482,90000
2483,90000
2484,90000
2485,90000
2486,90000
2487,90000
2488,90000
2489,90000
2490,90000
2491,90000
2492,90000
2493,90000
2494,90000
2495,90000
2496,90000
2497,90000
